content,date posted
"Stream RN6 just did change both front brake disc and brake pad and EO at JB. Local quote me OEM parts and labour s$460 nett include EO and filter. 



I got know a fren who did in JB then he hook up me with this WS 8mins drive from custom. Bring in my own EO and did all the above at rm500 nett all in! Very good workmanship and many cars queue up for them to service. Luckily I was the first one and pre-order the parts.
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Oct 23, 2019",23-10-19
"gentoro said:
			
		
	
	
		
		
			Stream RN6 just did change both front brake disc and brake pad and EO at JB. Local quote me OEM parts and labour s$460 nett include EO and filter. 



I got know a fren who did in JB then he hook up me with this WS 8mins drive from custom. Bring in my own EO and did all the above at rm500 nett all in! Very good workmanship and many cars queue up for them to service. Luckily I was the first one and pre-order the parts.
		
		Click to expand...
	
 Your post is not clear...did you bring in all parts?



Front disc oem around $120 a pair. Front oem brakepad around $50 for a pair.

Labour is around $50 for both side.

Engine oil change is $20.

This is what one can do in sg.",23-10-19
"Sammychan said:
			
		
	
	
		
		
			Your post is not clear...did you bring in all parts?



Front disc oem around $120 a pair. Front oem brakepad around $50 for a pair.

Labour is around $50 for both side.

Engine oil change is $20.

This is what one can do in sg.
		
		Click to expand...
	
 One advice..brakepad...better go for original or ceramic. The cheap ones..usually have metal fragment inside...noisy...dusty...",23-10-19
"Sammychan said:
			
		
	
	
		
		
			One advice..brakepad...better go for original or ceramic. The cheap ones..usually have metal fragment inside...noisy...dusty...
		
		Click to expand...
	


@Sammychan.. Check PM please..",24-10-19
You own shop? Free marketing here... lolz.. ooops,24-10-19
"myviowner said:
			
		
	
	
		
		
			You own shop? Free marketing here... lolz.. ooops
		
		Click to expand...
	
 You can check my posts in other threads...i have been dishing out free advice with no reference to my business. I am not here to find business. But I can say those shops you guys go to in JB are double charging you guys from what i see. If wanna go johor do...hide your car....go ask around for price. Once they know you sinkie then sharpen knife.",24-10-19
"Sammychan said:
			
		
	
	
		
		
			New one i can do for $360. Come my workshop. Lol
		
		Click to expand...
	
where's ur shop?",24-10-19
"Sammychan said:
			
		
	
	
		
		
			You can check my posts in other threads...i have been dishing out free advice with no reference to my business. I am not here to find business. But I can say those shops you guys go to in JB are double charging you guys from what i see. If wanna go johor do...hide your car....go ask around for price. Once they know you sinkie then sharpen knife.
		
		Click to expand...
	
Can pm your shop? Interested 



Sent from Samsung SM-N970F using GAGT",25-10-19
"Sammychan said:
			
		
	
	
		
		
			You can check my posts in other threads...i have been dishing out free advice with no reference to my business. I am not here to find business. But I can say those shops you guys go to in JB are double charging you guys from what i see. If wanna go johor do...hide your car....go ask around for price. Once they know you sinkie then sharpen knife.
		
		Click to expand...
	


Pm shop name and address.",25-10-19
"SuperSprint said:
			
		
	
	
		
		
			Pm shop name and address.
		
		Click to expand...
	





	
		
			
				earthtk said:
			
		
	
	
		
		
			Can pm your shop? Interested 



Sent from Samsung SM-N970F using GAGT
		
		Click to expand...
	





	
		
			
				savoirex said:
			
		
	
	
		
		
			where's ur shop? 
		
		Click to expand...
	
Not keen to sexpose my shop in hwz. I can sexpose market price for parts and labour...",25-10-19
"liquidh said:
			
		
	
	
		
		
			This thread is quite unexciting. The only 3 workshops that are consistently recommended are: 



1. Carclick

2. Sheng Auto

3. BTS Spraypaint (despite SG pricing!)



Can we share personal experiences of workshops apart from the above 3?
		
		Click to expand...
	






this thread is all about these 3 only",26-10-19
"liquidh said:
			
		
	
	
		
		
			You will find SG prices similar to BTS. Donâ€™t bother.
		
		Click to expand...
	


please recommend one spray paint ws price similar to BTS. kamxia in advance",26-10-19
"Sammychan said:
			
		
	
	
		
		
			Not keen to sexpose my shop in hwz. I can sexpose market price for parts and labour...
		
		Click to expand...
	







	
		
			
				Sammychan said:
			
		
	
	
		
		
			New one i can do for $360. Come my workshop. Lol
		
		Click to expand...
	


Simi? trolling huh",27-10-19
"myviowner said:
			
		
	
	
		
		
			Simi? trolling huh
		
		Click to expand...
	
first time I hear workshop dun want business...",27-10-19
"savoirex said:
			
		
	
	
		
		
			first time I hear workshop dun want business...
		
		Click to expand...
	


Lolx... agreed. well maybe dont want kenna ban by HWZ. 



Earn enough liao perhaps.... 



Nowadays many weird ppl surfaced.
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Oct 27, 2019",27-10-19
"savoirex said:
			
		
	
	
		
		
			first time I hear workshop dun want business...
		
		Click to expand...
	
 Mlwmlwml. All of those in this thread stingy like fug. Buy parts already still bother to go johor to do. Buy parts customers are those we put really last priority. Open hand make $50. **. Once we make our hands dirty we are looking at mid 3 digits profit per job. This business has high overhead. Make $30 here $50 there we will do only if free. This business(which is a partnership) in good month we can hit 6 digits in revenue. If we waste time on the $30 wanna hit 6 digits a month tang ku ku.",27-10-19
"myviowner said:
			
		
	
	
		
		
			Simi? trolling huh
		
		Click to expand...
	
 Go yigo or tomika at ubi...$360 to $400 for condenser is market rate.",27-10-19
Donâ€™t have my car model else I wouldnâ€™t have gotten 3m liao. Have to look for those semi customized one.,13-10-19
"ekardo said:
			
		
	
	
		
		
			Donâ€™t have my car model else I wouldnâ€™t have gotten 3m liao. Have to look for those semi customized one.
		
		Click to expand...
	


What model. 



Maserati ah ?",13-10-19
"for those driving honda shuttle, do jb workshop have its spare parts, do u guys service there? dont think msia have shuttle right?",15-10-19
Shuttle is = Jazz/Fit doing squats with the butt protruding at maximum. I believe the internals are the same.,15-10-19
"Which workshop good for troubleshooting engine issues?

Posted with My iPhone X HardwareZone Forums app",15-10-19
"xGaikoz said:
			
		
	
	
		
		
			https://imgur.com/gallery/8huboPg



Hi there, would like to seek recommendations for repair/replacement of my Mazda 3 aircon plastic. As per the attached photos, the plastic part of the aircon vent is somewhat messed up. The swirls are hard and canâ€™t seem to be scratched/removed. Thanks in advance!
		
		Click to expand...
	


Sand down and respray or wrap. Looks like those air refreshener spilt damaged..",16-10-19
